#Level 1 Data
# PI: P. Goloub (mailto: philippe.goloub@univ-lille1.fr)
#Time    Z(km)     Ln(Pr2) 
10.8653 5.03438 13.9387
10.8653 5.03879 14.0018
10.8653 5.0432 13.963
10.8653 5.04761 13.8264
10.8653 5.05201 14.0243
10.8653 5.05642 13.9015
10.8653 5.06083 14.0614
10.8653 5.06524 13.9296
10.8653 5.06965 13.8644
10.8653 5.07406 13.957
10.8653 5.07846 14.0916
10.8653 5.08287 13.8811
10.8653 5.08728 13.9675
10.8653 5.09169 13.8168
10.8653 5.0961 13.7556
10.8653 5.10051 13.7638
10.8653 5.10492 13.736
10.8653 5.10932 13.8175
10.8653 5.11373 13.8759
10.8653 5.11814 13.8055
10.8653 5.12255 13.782
10.8653 5.12696 13.9751
10.8653 5.13137 13.8828
10.8653 5.13577 14.0072
10.8653 5.14018 13.8478
10.8653 5.14459 13.7314
10.8653 5.149 13.8632
10.8653 5.15341 13.8827
10.8653 5.15782 13.8814
10.8653 5.16222 13.9035
10.8653 5.16663 13.8701
10.8653 5.17104 13.9546
10.8653 5.17545 13.9397
10.8653 5.17986 13.9132
10.8653 5.18427 13.9679
10.8653 5.18867 13.7313
10.8653 5.19308 13.8921
10.8653 5.19749 14.0663
10.8653 5.2019 14.0172
10.8653 5.20631 13.906
10.8653 5.21072 13.9193
10.8653 5.21512 13.821
10.8653 5.21953 13.8964
10.8653 5.22394 13.8772
10.8653 5.22835 13.7805
10.8653 5.23276 13.9589
10.8653 5.23717 13.8731
10.8653 5.24157 13.9454
10.8653 5.24598 13.8795
10.8653 5.25039 13.8054
10.8653 5.2548 14.0375
10.8653 5.25921 13.7822
10.8653 5.26362 13.922
10.8653 5.26803 13.8088
10.8653 5.27243 13.8461
10.8653 5.27684 13.9063
10.8653 5.28125 13.8526
10.8653 5.28566 13.9006
10.8653 5.29007 13.8716
10.8653 5.29448 14.0045
10.8653 5.29888 13.8006
10.8653 5.30329 13.9193
10.8653 5.3077 13.9029
10.8653 5.31211 13.8321
10.8653 5.31652 13.9681
10.8653 5.32093 13.8548
10.8653 5.32533 13.7868
10.8653 5.32974 13.9702
10.8653 5.33415 13.8206
10.8653 5.33856 13.8742
10.8653 5.34297 13.8695
10.8653 5.34738 13.9768
10.8653 5.35178 13.9041
10.8653 5.35619 13.6384
10.8653 5.3606 13.7826
10.8653 5.36501 13.8486
10.8653 5.36942 13.9076
10.8653 5.37383 13.7037
10.8653 5.37823 13.8503
10.8653 5.38264 13.8387
10.8653 5.38705 14.0364
10.8653 5.39146 14.0298
10.8653 5.39587 13.905
10.8653 5.40028 13.6826
10.8653 5.40469 13.806
10.8653 5.40909 13.9004
10.8653 5.4135 13.7594
10.8653 5.41791 13.9225
10.8653 5.42232 13.8958
10.8653 5.42673 13.7002
10.8653 5.43114 13.7586
10.8653 5.43554 13.9321
10.8653 5.43995 13.9879
10.8653 5.44436 13.726
10.8653 5.44877 13.9023
10.8653 5.45318 13.7061
10.8653 5.45759 13.6759
10.8653 5.46199 14.0192
10.8653 5.4664 14.0379
10.8653 5.47081 13.9755
10.8653 5.47522 13.8179
10.8653 5.47963 13.9168
10.8653 5.48404 13.8455
10.8653 5.48844 13.9607
10.8653 5.49285 13.8825
10.8653 5.49726 13.7529
10.8653 5.50167 13.8989
10.8653 5.50608 13.9793
10.8653 5.51049 13.862
10.8653 5.51489 14.0723
10.8653 5.5193 13.8514
10.8653 5.52371 13.877
10.8653 5.52812 13.9344
10.8653 5.53253 13.8902
10.8653 5.53694 13.7597
10.8653 5.54135 13.9133
10.8653 5.54575 13.9312
10.8653 5.55016 13.9519
10.8653 5.55457 13.7622
10.8653 5.55898 13.9262
10.8653 5.56339 13.6815
10.8653 5.5678 13.6141
10.8653 5.5722 13.7762
10.8653 5.57661 13.5527
10.8653 5.58102 13.6496
10.8653 5.58543 13.7141
10.8653 5.58984 13.9208
10.8653 5.59425 13.9677
10.8653 5.59865 13.6816
10.8653 5.60306 13.9021
10.8653 5.60747 13.855
10.8653 5.61188 13.9677
10.8653 5.61629 13.8688
10.8653 5.6207 13.8704
10.8653 5.6251 13.8649
10.8653 5.62951 13.9481
10.8653 5.63392 13.7273
10.8653 5.63833 13.8149
10.8653 5.64274 13.7507
10.8653 5.64715 13.9992
10.8653 5.65156 13.6877
10.8653 5.65596 13.7594
10.8653 5.66037 13.7961
10.8653 5.66478 13.9
10.8653 5.66919 13.752
10.8653 5.6736 13.8891
10.8653 5.67801 13.8252
10.8653 5.68241 13.6185
10.8653 5.68682 13.7821
10.8653 5.69123 13.841
10.8653 5.69564 13.8719
10.8653 5.70005 13.8878
10.8653 5.70446 13.6803
10.8653 5.70886 13.8285
10.8653 5.71327 13.6385
10.8653 5.71768 13.8466
10.8653 5.72209 13.6908
10.8653 5.7265 13.8534
10.8653 5.73091 13.9301
10.8653 5.73531 13.9351
10.8653 5.73972 13.596
10.8653 5.74413 13.6942
10.8653 5.74854 13.599
10.8653 5.75295 13.8476
10.8653 5.75736 13.7989
10.8653 5.76176 13.8316
10.8653 5.76617 13.9459
10.8653 5.77058 13.7293
10.8653 5.77499 13.921
10.8653 5.7794 13.7742
10.8653 5.78381 13.7509
10.8653 5.78822 13.7691
10.8653 5.79262 13.9271
10.8653 5.79703 13.413
10.8653 5.80144 13.9407
10.8653 5.80585 13.75
10.8653 5.81026 13.7258
10.8653 5.81467 13.8987
10.8653 5.81907 13.8855
10.8653 5.82348 13.7172
10.8653 5.82789 13.835
10.8653 5.8323 13.7842
10.8653 5.83671 14.0106
10.8653 5.84112 13.6919
10.8653 5.84552 13.5676
10.8653 5.84993 13.6046
10.8653 5.85434 13.8441
10.8653 5.85875 13.6979
10.8653 5.86316 13.7439
10.8653 5.86757 13.5058
10.8653 5.87197 13.7599
10.8653 5.87638 13.8197
10.8653 5.88079 13.6778
10.8653 5.8852 13.8146
10.8653 5.88961 13.7442
10.8653 5.89402 14.0135
10.8653 5.89842 13.6211
10.8653 5.90283 13.8991
10.8653 5.90724 13.7719
10.8653 5.91165 13.7114
10.8653 5.91606 13.8845
10.8653 5.92047 13.9918
10.8653 5.92488 13.7295
10.8653 5.92928 13.6513
10.8653 5.93369 13.6816
10.8653 5.9381 13.7157
10.8653 5.94251 13.92
10.8653 5.94692 13.8755
10.8653 5.95133 13.7606
10.8653 5.95573 13.7443
10.8653 5.96014 13.7547
10.8653 5.96455 13.8931
10.8653 5.96896 13.5063
10.8653 5.97337 13.6513
10.8653 5.97778 13.8252
10.8653 5.98218 13.6138
10.8653 5.98659 13.8323
10.8653 5.991 13.4488
10.8653 5.99541 13.7754
10.8653 5.99982 13.5336
10.8653 6.00423 13.5407
10.8653 6.00863 13.771
10.8653 6.01304 13.7987
10.8653 6.01745 13.6256
10.8653 6.02186 13.8646
10.8653 6.02627 13.8579
10.8653 6.03068 13.6852
10.8653 6.03508 13.7886
10.8653 6.03949 13.8541
10.8653 6.0439 13.751
10.8653 6.04831 13.7616
10.8653 6.05272 13.7721
10.8653 6.05713 13.7691
10.8653 6.06154 13.8613
10.8653 6.06594 13.7674
10.8653 6.07035 13.9283
10.8653 6.07476 13.9565
10.8653 6.07917 13.6864
10.8653 6.08358 13.5836
10.8653 6.08799 13.7041
10.8653 6.09239 13.7485
10.8653 6.0968 13.7639
10.8653 6.10121 13.7836
10.8653 6.10562 13.8549
10.8653 6.11003 13.6866
10.8653 6.11444 13.4266
10.8653 6.11884 13.6276
10.8653 6.12325 13.8857
10.8653 6.12766 13.6411
10.8653 6.13207 13.7754
10.8653 6.13648 13.9144
10.8653 6.14089 13.7829
10.8653 6.1453 13.9133
10.8653 6.1497 13.7903
10.8653 6.15411 13.5674
10.8653 6.15852 13.7886
10.8653 6.16293 13.7286
10.8653 6.16734 13.8186
10.8653 6.17175 13.6659
10.8653 6.17615 13.7131
10.8653 6.18056 13.6583
10.8653 6.18497 13.788
10.8653 6.18938 13.6398
10.8653 6.19379 13.7626
10.8653 6.1982 13.5987
10.8653 6.2026 13.789
10.8653 6.20701 13.9005
10.8653 6.21142 13.5025
10.8653 6.21583 13.8607
10.8653 6.22024 13.7947
10.8653 6.22465 13.3598
10.8653 6.22905 13.7352
10.8653 6.23346 13.8964
10.8653 6.23787 13.65
10.8653 6.24228 13.759
10.8653 6.24669 13.6636
10.8653 6.2511 13.5755
10.8653 6.2555 13.8559
10.8653 6.25991 13.8213
10.8653 6.26432 13.7563
10.8653 6.26873 13.6325
10.8653 6.27314 13.6
10.8653 6.27755 13.7051
10.8653 6.28195 13.7521
10.8653 6.28636 13.7485
10.8653 6.29077 13.6283
10.8653 6.29518 13.7312
10.8653 6.29959 13.6479
10.8653 6.304 13.4941
10.8653 6.30841 13.7455
10.8653 6.31281 13.6953
10.8653 6.31722 13.5609
10.8653 6.32163 13.5315
10.8653 6.32604 13.746
10.8653 6.33045 13.8391
10.8653 6.33486 13.5845
10.8653 6.33926 13.5556
10.8653 6.34367 13.5131
10.8653 6.34808 13.8023
10.8653 6.35249 13.8321
10.8653 6.3569 13.53
10.8653 6.36131 13.787
10.8653 6.36571 13.8864
10.8653 6.37012 13.6133
10.8653 6.37453 13.9369
10.8653 6.37894 13.6334
10.8653 6.38335 13.4996
10.8653 6.38776 13.6011
10.8653 6.39216 13.715
10.8653 6.39657 13.7882
10.8653 6.40098 13.7336
10.8653 6.40539 13.4662
10.8653 6.4098 13.5209
10.8653 6.41421 13.9786
10.8653 6.41861 13.7338
10.8653 6.42302 13.7765
10.8653 6.42743 13.6657
10.8653 6.43184 13.3812
10.8653 6.43625 13.7498
10.8653 6.44066 13.9448
10.8653 6.44507 13.3391
10.8653 6.44947 13.6263
10.8653 6.45388 13.8869
10.8653 6.45829 13.568
10.8653 6.4627 13.7988
10.8653 6.46711 13.7749
10.8653 6.47152 13.5969
10.8653 6.47592 13.7463
10.8653 6.48033 13.4757
10.8653 6.48474 13.39
10.8653 6.48915 13.6385
10.8653 6.49356 13.6399
10.8653 6.49797 13.8774
10.8653 6.50237 13.8406
10.8653 6.50678 13.5575
10.8653 6.51119 13.7782
10.8653 6.5156 13.4726
10.8653 6.52001 13.8115
10.8653 6.52442 13.5564
10.8653 6.52882 13.5897
10.8653 6.53323 13.5194
10.8653 6.53764 13.7053
10.8653 6.54205 13.6839
10.8653 6.54646 13.7837
10.8653 6.55087 14.0041
10.8653 6.55527 13.5461
10.8653 6.55968 13.8135
10.8653 6.56409 13.3106
10.8653 6.5685 13.8008
10.8653 6.57291 13.3862
10.8653 6.57732 13.4555
10.8653 6.58173 13.8202
10.8653 6.58613 13.7145
10.8653 6.59054 13.8868
10.8653 6.59495 13.8343
10.8653 6.59936 13.6898
10.8653 6.60377 13.7907
10.8653 6.60818 13.7545
10.8653 6.61258 13.6821
10.8653 6.61699 13.5649
10.8653 6.6214 13.6241
10.8653 6.62581 13.9023
10.8653 6.63022 13.772
10.8653 6.63463 13.5899
10.8653 6.63903 13.6663
10.8653 6.64344 13.8132
10.8653 6.64785 13.8453
10.8653 6.65226 13.4102
10.8653 6.65667 13.5635
10.8653 6.66108 13.6849
10.8653 6.66548 13.6742
10.8653 6.66989 14.0104
10.8653 6.6743 13.8977
10.8653 6.67871 13.6476
10.8653 6.68312 14.0399
10.8653 6.68753 13.7563
10.8653 6.69194 13.8785
10.8653 6.69634 13.8598
10.8653 6.70075 13.5834
10.8653 6.70516 13.3615
10.8653 6.70957 13.4274
10.8653 6.71398 13.9704
10.8653 6.71839 13.7655
10.8653 6.72279 13.6731
10.8653 6.7272 13.8065
10.8653 6.73161 13.7
10.8653 6.73602 13.7595
10.8653 6.74043 13.3381
10.8653 6.74484 13.5557
10.8653 6.74924 13.8906
10.8653 6.75365 13.5924
10.8653 6.75806 13.7884
10.8653 6.76247 13.6537
10.8653 6.76688 13.8074
10.8653 6.77129 13.6814
10.8653 6.77569 13.4071
10.8653 6.7801 13.8328
10.8653 6.78451 14.1351
10.8653 6.78892 13.6866
10.8653 6.79333 13.2729
10.8653 6.79774 13.2553
10.8653 6.80214 13.5726
10.8653 6.80655 13.5386
10.8653 6.81096 13.4805
10.8653 6.81537 13.8271
10.8653 6.81978 13.6894
10.8653 6.82419 13.4844
10.8653 6.8286 13.8989
10.8653 6.833 13.8642
10.8653 6.83741 13.7893
10.8653 6.84182 13.9028
10.8653 6.84623 13.6062
10.8653 6.85064 13.5868
10.8653 6.85505 13.6155
10.8653 6.85945 13.7316
10.8653 6.86386 13.8888
10.8653 6.86827 13.9105
10.8653 6.87268 13.7883
10.8653 6.87709 13.8066
10.8653 6.8815 13.7735
10.8653 6.8859 13.6312
10.8653 6.89031 13.2031
10.8653 6.89472 13.505
10.8653 6.89913 13.8516
10.8653 6.90354 13.7013
10.8653 6.90795 13.9016
10.8653 6.91235 13.2197
10.8653 6.91676 13.6797
10.8653 6.92117 13.8846
10.8653 6.92558 13.6016
10.8653 6.92999 13.77
10.8653 6.9344 13.4034
10.8653 6.9388 13.6988
10.8653 6.94321 13.5783
10.8653 6.94762 13.4971
10.8653 6.95203 13.8505
10.8653 6.95644 13.5603
10.8653 6.96085 13.4851
10.8653 6.96526 13.8543
10.8653 6.96966 13.4636
10.8653 6.97407 13.5279
10.8653 6.97848 13.5367
10.8653 6.98289 13.8258
10.8653 6.9873 13.7
10.8653 6.99171 13.7877
10.8653 6.99611 13.579
10.8653 7.00052 13.6908
10.8653 7.00493 14.0644
10.8653 7.00934 13.9359
10.8653 7.01375 13.3644
10.8653 7.01816 13.4102
10.8653 7.02256 13.5644
10.8653 7.02697 13.0113
10.8653 7.03138 13.8049
10.8653 7.03579 13.3241
10.8653 7.0402 13.6274
10.8653 7.04461 13.8714
10.8653 7.04901 13.5261
10.8653 7.05342 13.5116
10.8653 7.05783 13.4723
10.8653 7.06224 13.6885
10.8653 7.06665 13.3703
10.8653 7.07106 13.8678
10.8653 7.07546 13.8521
10.8653 7.07987 13.4786
10.8653 7.08428 13.7014
10.8653 7.08869 12.7278
10.8653 7.0931 13.5769
10.8653 7.09751 13.524
10.8653 7.10191 13.3803
10.8653 7.10632 13.7208
10.8653 7.11073 13.7022
10.8653 7.11514 13.5447
10.8653 7.11955 13.4731
10.8653 7.12396 13.644
10.8653 7.12837 13.4238
10.8653 7.13277 13.4161
10.8653 7.13718 13.2838
10.8653 7.14159 13.3445
10.8653 7.146 13.8776
10.8653 7.15041 13.4475
10.8653 7.15482 13.3672
10.8653 7.15922 13.1592
10.8653 7.16363 13.8063
10.8653 7.16804 13.417
10.8653 7.17245 13.3815
10.8653 7.17686 13.4636
10.8653 7.18127 13.4561
10.8653 7.18567 13.6961
10.8653 7.19008 13.4498
10.8653 7.19449 13.6053
10.8653 7.1989 13.2593
10.8653 7.20331 13.3617
10.8653 7.20772 13.419
10.8653 7.21212 13.564
10.8653 7.21653 13.641
10.8653 7.22094 13.6639
10.8653 7.22535 13.6933
10.8653 7.22976 13.8124
10.8653 7.23417 13.4795
10.8653 7.23857 13.5474
10.8653 7.24298 13.9963
10.8653 7.24739 13.7336
10.8653 7.2518 13.5182
10.8653 7.25621 13.5441
10.8653 7.26062 13.6236
10.8653 7.26503 13.3395
10.8653 7.26943 13.3605
10.8653 7.27384 13.3715
10.8653 7.27825 13.1567
10.8653 7.28266 13.0565
10.8653 7.28707 13.3751
10.8653 7.29148 13.3666
10.8653 7.29588 13.7058
10.8653 7.30029 13.7278
10.8653 7.3047 13.5074
10.8653 7.30911 13.465
10.8653 7.31352 12.5536
10.8653 7.31793 13.6689
10.8653 7.32233 13.7936
10.8653 7.32674 13.3362
10.8653 7.33115 13.8025
10.8653 7.33556 13.2534
10.8653 7.33997 13.6378
10.8653 7.34438 13.41
10.8653 7.34878 13.279
10.8653 7.35319 13.6931
10.8653 7.3576 13.5719
10.8653 7.36201 13.366
10.8653 7.36642 13.66
10.8653 7.37083 13.5996
10.8653 7.37524 13.7482
10.8653 7.37964 13.7002
10.8653 7.38405 13.4015
10.8653 7.38846 13.8742
10.8653 7.39287 13.753
10.8653 7.39728 13.5496
10.8653 7.40169 13.7757
10.8653 7.40609 13.535
10.8653 7.4105 13.5781
10.8653 7.41491 13.7451
10.8653 7.41932 13.6668
10.8653 7.42373 13.4219
10.8653 7.42814 13.8223
10.8653 7.43254 13.6476
10.8653 7.43695 13.3862
10.8653 7.44136 13.3148
10.8653 7.44577 13.4279
10.8653 7.45018 13.5805
10.8653 7.45459 13.5817
10.8653 7.45899 13.4021
10.8653 7.4634 13.5332
10.8653 7.46781 13.4045
10.8653 7.47222 13.8533
10.8653 7.47663 13.7264
10.8653 7.48104 13.6909
10.8653 7.48545 13.5303
10.8653 7.48985 13.994
10.8653 7.49426 13.6328
10.8653 7.49867 13.6575
10.8653 7.50308 13.4717
10.8653 7.50749 13.7274
10.8653 7.5119 13.3963
10.8653 7.5163 13.6308
10.8653 7.52071 13.522
10.8653 7.52512 13.4198
10.8653 7.52953 13.488
10.8653 7.53394 13.4891
10.8653 7.53835 13.3514
10.8653 7.54275 13.7147
10.8653 7.54716 13.511
10.8653 7.55157 13.3225
10.8653 7.55598 13.9664
10.8653 7.56039 13.4291
10.8653 7.5648 13.6751
10.8653 7.5692 13.3807
10.8653 7.57361 13.3173
10.8653 7.57802 13.6863
10.8653 7.58243 13.2506
10.8653 7.58684 13.8581
10.8653 7.59125 13.4173
10.8653 7.59565 13.5941
10.8653 7.60006 13.7446
10.8653 7.60447 13.1295
10.8653 7.60888 13.4903
10.8653 7.61329 13.5816
10.8653 7.6177 13.2478
10.8653 7.62211 13.3841
10.8653 7.62651 13.8014
10.8653 7.63092 13.9204
10.8653 7.63533 13.377
10.8653 7.63974 13.4696
10.8653 7.64415 13.8667
10.8653 7.64856 13.5994
10.8653 7.65296 13.5389
10.8653 7.65737 13.1831
10.8653 7.66178 13.4458
10.8653 7.66619 13.5693
10.8653 7.6706 13.1194
10.8653 7.67501 13.7346
10.8653 7.67941 13.5087
10.8653 7.68382 13.5004
10.8653 7.68823 13.8313
10.8653 7.69264 13.4025
10.8653 7.69705 13.7772
10.8653 7.70146 13.2935
10.8653 7.70586 13.6725
10.8653 7.71027 13.4484
10.8653 7.71468 13.2611
10.8653 7.71909 13.4507
10.8653 7.7235 13.3339
10.8653 7.72791 13.4828
10.8653 7.73232 12.9857
10.8653 7.73672 13.5607
10.8653 7.74113 13.6571
10.8653 7.74554 13.9252
10.8653 7.74995 13.7157
10.8653 7.75436 13.7168
10.8653 7.75877 13.1282
10.8653 7.76317 13.6206
10.8653 7.76758 13.3339
10.8653 7.77199 13.3117
10.8653 7.7764 13.4755
10.8653 7.78081 13.7694
10.8653 7.78522 13.8632
10.8653 7.78962 13.0782
10.8653 7.79403 13.6023
10.8653 7.79844 13.6123
10.8653 7.80285 13.3079
10.8653 7.80726 13.4529
10.8653 7.81167 11.9685
10.8653 7.81607 12.8504
10.8653 7.82048 13.5261
10.8653 7.82489 13.2521
10.8653 7.8293 13.5283
10.8653 7.83371 13.9222
10.8653 7.83812 13.3859
10.8653 7.84252 13.6748
10.8653 7.84693 13.3427
10.8653 7.85134 13.7875
10.8653 7.85575 13.6699
10.8653 7.86016 13.3915
10.8653 7.86457 13.3587
10.8653 7.86898 13.3365
10.8653 7.87338 13.5773
10.8653 7.87779 13.6499
10.8653 7.8822 13.3399
10.8653 7.88661 13.8113
10.8653 7.89102 13.8414
10.8653 7.89543 13.3666
10.8653 7.89983 13.8508
10.8653 7.90424 13.1074
10.8653 7.90865 13.6491
10.8653 7.91306 13.2358
10.8653 7.91747 13.774
10.8653 7.92188 13.5126
10.8653 7.92628 12.5966
10.8653 7.93069 13.5048
10.8653 7.9351 12.4934
10.8653 7.93951 13.1012
10.8653 7.94392 13.4456
10.8653 7.94833 13.8046
10.8653 7.95273 13.0738
10.8653 7.95714 13.1502
10.8653 7.96155 12.5802
10.8653 7.96596 13.181
10.8653 7.97037 13.825
10.8653 7.97478 13.7571
10.8653 7.97918 13.6581
10.8653 7.98359 13.4227
10.8653 7.988 13.7604
10.8653 7.99241 13.5101
10.8653 7.99682 13.6084
10.8653 8.00123 12.184
10.8653 8.00564 13.8038
10.8653 8.01004 13.5042
10.8653 8.01445 13.0079
10.8653 8.01886 13.6503
10.8653 8.02327 13.5676
10.8653 8.02768 13.6253
10.8653 8.03209 13.6536
10.8653 8.03649 12.8674
10.8653 8.0409 13.4805
10.8653 8.04531 13.7176
10.8653 8.04972 13.1587
10.8653 8.05413 13.4944
10.8653 8.05854 13.7539
10.8653 8.06294 13.9602
10.8653 8.06735 13.9207
10.8653 8.07176 13.2755
10.8653 8.07617 12.752
10.8653 8.08058 13.181
10.8653 8.08499 13.2788
10.8653 8.08939 13.5743
10.8653 8.0938 13.7626
10.8653 8.09821 12.9213
10.8653 8.10262 13.3713
10.8653 8.10703 13.5786
10.8653 8.11144 13.6997
10.8653 8.11584 13.6098
10.8653 8.12025 13.6931
10.8653 8.12466 13.7621
10.8653 8.12907 13.5642
10.8653 8.13348 13.1342
10.8653 8.13789 13.7976
10.8653 8.14229 13.5675
10.8653 8.1467 13.4742
10.8653 8.15111 13.2548
10.8653 8.15552 13.5088
10.8653 8.15993 13.9296
10.8653 8.16434 13.9918
10.8653 8.16875 13.7225
10.8653 8.17315 13.3392
10.8653 8.17756 13.3528
10.8653 8.18197 13.7257
10.8653 8.18638 12.686
10.8653 8.19079 13.528
10.8653 8.1952 13.6292
10.8653 8.1996 13.4981
10.8653 8.20401 13.6121
10.8653 8.20842 13.7322
10.8653 8.21283 13.6335
10.8653 8.21724 13.7169
10.8653 8.22165 13.272
10.8653 8.22606 14.101
10.8653 8.23046 13.8591
10.8653 8.23487 13.5596
10.8653 8.23928 13.4285
10.8653 8.24369 12.8986
10.8653 8.2481 13.4068
10.8653 8.25251 13.5109
10.8653 8.25691 13.7353
10.8653 8.26132 12.7749
10.8653 8.26573 13.5462
10.8653 8.27014 13.7297
10.8653 8.27455 13.7904
10.8653 8.27896 13.5494
10.8653 8.28336 13.186
10.8653 8.28777 13.288
10.8653 8.29218 13.6039
10.8653 8.29659 13.6538
10.8653 8.301 12.9517
10.8653 8.30541 13.4445
10.8653 8.30981 13.588
10.8653 8.31422 13.5039
10.8653 8.31863 13.5484
10.8653 8.32304 13.3756
10.8653 8.32745 13.6124
10.8653 8.33186 13.2422
10.8653 8.33626 13.5737
10.8653 8.34067 13.6549
10.8653 8.34508 13.2454
10.8653 8.34949 13.6947
10.8653 8.3539 12.9252
10.8653 8.35831 12.9059
10.8653 8.36271 13.5801
10.8653 8.36712 12.5994
10.8653 8.37153 13.6428
10.8653 8.37594 13.2672
10.8653 8.38035 12.8035
10.8653 8.38476 13.5536
10.8653 8.38916 13.6372
10.8653 8.39357 12.6599
10.8653 8.39798 12.687
10.8653 8.40239 13.1357
10.8653 8.4068 13.4206
10.8653 8.41121 13.3446
10.8653 8.41562 14.1161
10.8653 8.42002 13.6445
10.8653 8.42443 12.526
10.8653 8.42884 13.7852
10.8653 8.43325 14.0231
10.8653 8.43766 12.6964
10.8653 8.44207 13.599
10.8653 8.44647 13.3922
10.8653 8.45088 13.6217
10.8653 8.45529 13.5263
10.8653 8.4597 12.8448
10.8653 8.46411 13.655
10.8653 8.46852 13.2453
10.8653 8.47292 13.1191
10.8653 8.47733 13.4617
10.8653 8.48174 13.3205
10.8653 8.48615 12.9156
10.8653 8.49056 12.2225
10.8653 8.49497 13.1899
10.8653 8.49938 13.3246
10.8653 8.50378 13.8029
10.8653 8.50819 13.2694
10.8653 8.5126 13.482
10.8653 8.51701 13.627
10.8653 8.52142 13.096
10.8653 8.52583 13.4731
10.8653 8.53023 13.9153
10.8653 8.53464 13.7839
10.8653 8.53905 13.6218
10.8653 8.54346 13.263
10.8653 8.54787 13.7509
10.8653 8.55228 13.7611
10.8653 8.55668 13.789
10.8653 8.56109 13.9225
10.8653 8.5655 13.5295
10.8653 8.56991 13.4466
10.8653 8.57432 12.7538
10.8653 8.57873 13.3706
10.8653 8.58313 13.6424
10.8653 8.58754 13.0757
10.8653 8.59195 13.7973
10.8653 8.59636 13.2294
10.8653 8.60077 13.1824
10.8653 8.60518 13.5036
10.8653 8.60958 13.5737
10.8653 8.61399 13.1689
10.8653 8.6184 13.6298
10.8653 8.62281 13.3253
10.8653 8.62722 13.8402
10.8653 8.63163 13.6329
10.8653 8.63603 13.4106
10.8653 8.64044 12.2575
10.8653 8.64485 13.1926
10.8653 8.64926 13.9508
10.8653 8.65367 13.5839
10.8653 8.65808 13.5737
10.8653 8.66249 13.2755
10.8653 8.66689 13.8913
10.8653 8.6713 13.7611
10.8653 8.67571 13.8167
10.8653 8.68012 13.3667
10.8653 8.68453 13.6864
10.8653 8.68894 13.3547
10.8653 8.69334 13.5818
10.8653 8.69775 13.669
10.8653 8.70216 13.0461
10.8653 8.70657 12.0899
10.8653 8.71098 12.6517
10.8653 8.71539 13.141
10.8653 8.71979 12.8362
10.8653 8.7242 13.3628
10.8653 8.72861 13.7458
10.8653 8.73302 12.7905
10.8653 8.73743 13.3799
10.8653 8.74184 13.637
10.8653 8.74624 13.0169
10.8653 8.75065 13.5371
10.8653 8.75506 11.8126
10.8653 8.75947 12.9365
10.8653 8.76388 13.4133
10.8653 8.76829 13.5048
10.8653 8.77269 13.6222
10.8653 8.7771 13.223
10.8653 8.78151 13.4308
10.8653 8.78592 13.7395
10.8653 8.79033 13.3048
10.8653 8.79474 13.5352
10.8653 8.79915 13.5833
10.8653 8.80355 13.0097
10.8653 8.80796 12.9475
10.8653 8.81237 13.0117
10.8653 8.81678 13.1816
10.8653 8.82119 12.7592
10.8653 8.8256 12.907
10.8653 8.83 13.113
10.8653 8.83441 13.8617
10.8653 8.83882 12.7365
10.8653 8.84323 13.9559
10.8653 8.84764 13.5592
10.8653 8.85205 13.4731
10.8653 8.85645 12.5305
10.8653 8.86086 13.7565
10.8653 8.86527 11.3244
10.8653 8.86968 13.0842
10.8653 8.87409 13.4247
10.8653 8.8785 13.624
10.8653 8.8829 13.2136
10.8653 8.88731 11.4355
10.8653 8.89172 13.1634
10.8653 8.89613 13.5936
10.8653 8.90054 12.723
10.8653 8.90495 13.2519
10.8653 8.90935 13.6749
10.8653 8.91376 12.7534
10.8653 8.91817 13.6661
10.8653 8.92258 13.552
10.8653 8.92699 12.6716
10.8653 8.9314 13.3956
10.8653 8.9358 13.4789
10.8653 8.94021 12.9098
10.8653 8.94462 12.7603
10.8653 8.94903 13.3406
10.8653 8.95344 13.8157
10.8653 8.95785 13.675
10.8653 8.96226 13.6759
10.8653 8.96666 13.3293
10.8653 8.97107 13.0677
10.8653 8.97548 13.2677
10.8653 8.97989 13.2849
10.8653 8.9843 13.2531
10.8653 8.98871 13.3646
10.8653 8.99311 13.746
10.8653 8.99752 12.5281
10.8653 9.00193 12.8511
10.8653 9.00634 13.4946
10.8653 9.01075 11.935
10.8653 9.01516 13.2086
10.8653 9.01956 13.4152
10.8653 9.02397 13.4444
10.8653 9.02838 13.4313
10.8653 9.03279 13.8428
10.8653 9.0372 13.6816
10.8653 9.04161 13.2145
10.8653 9.04601 13.5671
10.8653 9.05042 13.8559
10.8653 9.05483 12.9807
10.8653 9.05924 9.84177
10.8653 9.06365 13.7093
10.8653 9.06806 13.3205
10.8653 9.07246 12.4353
10.8653 9.07687 13.8892
10.8653 9.08128 13.5749
10.8653 9.08569 12.6462
10.8653 9.0901 11.7442
10.8653 9.09451 13.3421
10.8653 9.09892 13.673
10.8653 9.10332 13.7601
10.8653 9.10773 13.1372
10.8653 9.11214 13.4638
10.8653 9.11655 13.3151
10.8653 9.12096 13.8528
10.8653 9.12537 13.8537
10.8653 9.12977 12.9972
10.8653 9.13418 13.4546
10.8653 9.13859 13.6704
10.8653 9.143 12.8822
10.8653 9.14741 -999
10.8653 9.15182 12.9796
10.8653 9.15622 12.9339
